Record_No,Handle,ParcelID,Address,Add_Suffix,Direction,Name,Type,Class,Acquisition_dt,CenterX,CenterY,Value,Value_Estimated,Value_Est_Dt,Entered_Date,Usage,Cost,Property_Source,Purchase_Type,Parcel_Status
32674,"13701000190","37010001900","4410",,,"COTE BRILLIANTE","AV","C","09/22/75 00:00:00",5.7279125000000000e+05,1.0286274700000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32675,"13701000320","37010003200","4427",,,"ALDINE","AV","C",,5.7259512000000000e+05,1.0285665300000000e+06,0,1,,"08/01/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32676,"13701000330","37010003300","4429",,,"ALDINE","AV","C","11/20/81 00:00:00",5.7257200000000000e+05,1.0285793800000000e+06,0,1,,"09/14/83 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32677,"13701000340","37010003400","4433",,,"ALDINE","AV","C","02/05/90 00:00:00",5.7254831000000006e+05,1.0285923800000000e+06,0,1,,"03/26/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32678,"13701000380","37010003800","4443",,,"ALDINE","AV","C","06/06/74 00:00:00",5.7245162000000000e+05,1.0286456600000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32679,"13701000420","37010004200","1702",,"N","TAYLOR","AV","C",,5.7225815000000002e+05,1.0287171300000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32680,"13701000430","37010004300","1708",,"N","TAYLOR","AV","C","03/20/85 00:00:00",5.7228495999999996e+05,1.0287660900000000e+06,,0,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32681,"13701000440","37010004400","1712",,"N","TAYLOR","AV","C","03/20/85 00:00:00",5.7230220999999996e+05,1.0287973800000000e+06,,0,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Offer"
32682,"13702000010","37020000100","4452",,,"GARFIELD","AV","C",,5.7259690000000002e+05,1.0291035300000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32684,"13702000140","37020001400","4416",,,"GARFIELD","AV","C","03/05/92 00:00:00",5.7291056000000006e+05,1.0289302500000000e+06,0,1,,"02/24/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32685,"13702000220","37020002200","4400",,,"COTE BRILLIANTE","AV","C",,5.7295275000000000e+05,1.0287426899999999e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32686,"13702000230","37020002300","4409",,,"COTE BRILLIANTE","AV","C","02/13/76 00:00:00",5.7290662000000000e+05,1.0287682500000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32687,"13702000240","37020002400","4415",,,"COTE BRILLIANTE","AV","C",,5.7287325000000000e+05,1.0287866300000000e+06,0,1,,"10/11/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32688,"13702000250","37020002500","4417",,,"COTE BRILLIANTE","AV","C","03/28/91 00:00:00",5.7284140000000002e+05,1.0288040900000000e+06,0,1,,"03/22/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32689,"13702000410","37020004100","1800",,"N","TAYLOR","AV","C","12/16/88 00:00:00",5.7242928000000003e+05,1.0290413100000001e+06,,0,,"12/09/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32690,"13703000380","37030003800","4451",,,"GARFIELD","AV","C","02/13/76 00:00:00",5.7270203000000003e+05,1.0292569100000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32691,"13704000070","37040000700","4438",,,"ST FERDINAND","AV","C","06/06/74 00:00:00",5.7303915000000002e+05,1.0296125300000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32692,"13704000110","37040001100","4422",,,"ST FERDINAND","AV","C","03/20/85 00:00:00",5.7317283999999997e+05,1.0295386899999999e+06,0,1,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32693,"13704000170","37040001700","4408",,,"ST FERDINAND","AV","C","03/20/85 00:00:00",5.7330568000000005e+05,1.0294650600000001e+06,,0,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32694,"13704000310","37040003100","4431",,"N","MARKET","PL","C","02/13/76 00:00:00",5.7303215000000002e+05,1.0294483100000001e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32696,"13704000380","37040003800","4449",,"N","MARKET","PL","C","12/16/88 00:00:00",5.7289828000000003e+05,1.0295212800000000e+06,0,1,,"12/09/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32697,"13705000150","37050001500","4416",,,"COTTAGE","AV","C","11/20/81 00:00:00",5.7339262000000000e+05,1.0297916899999999e+06,,0,,"12/07/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32698,"13705000190","37050001900","4400",,,"COTTAGE","AV","C","12/16/88 00:00:00",5.7349968000000005e+05,1.0297245600000001e+06,0,1,,"03/11/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32699,"13705000450","37050004500","2526",,"N","TAYLOR","AV","C",,5.7300931000000006e+05,1.0300706600000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32700,"13706000420","37060004200","2608",,"N","TAYLOR","AV","C","02/20/85 00:00:00",5.7307678000000003e+05,1.0302044100000000e+06,0,1,,"10/08/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32701,"13706000430","37060004300","2610",,"N","TAYLOR","AV","C","02/20/85 00:00:00",5.7308690000000002e+05,1.0302226600000000e+06,0,1,,"10/08/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32702,"13706000460","37060004600","2618",,"N","TAYLOR","AV","C",,5.7312665000000002e+05,1.0302936899999999e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32703,"13706000475","37060004750","4456",,,"KENNERLY","AV","C",,5.7320378000000003e+05,1.0303177200000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32704,"13707000230","37070002300","4415",,,"KENNERLY","AV","A","02/05/90 00:00:00",5.7364983999999997e+05,1.0302600000000000e+06,0,1,,"01/31/90 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32705,"13707000430","37070004300","2724","R","N","TAYLOR","AV","A","07/17/81 00:00:00",5.7336943000000005e+05,1.0306207800000000e+06,0,1,,"07/30/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32706,"13708000045","37080000450","4408",,,"ST LOUIS","AV","A","12/16/88 00:00:00",5.7396683999999997e+05,1.0307211899999999e+06,,0,,"12/09/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32707,"13708000260","37080002600","4453",,,"MAFFITT","AV","A","05/31/77 00:00:00",5.7351015000000002e+05,1.0307838100000001e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32708,"13708000330","37080003300","2822",,"N","TAYLOR","AV","A","07/17/81 00:00:00",5.7350506000000006e+05,1.0309881600000000e+06,,0,,"07/31/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32709,"13708000340","37080003400","4458",,,"ST LOUIS","AV","A","02/20/85 00:00:00",5.7352587000000000e+05,1.0310256600000000e+06,,0,,"07/31/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32710,"13710020350","37100203500","4541",,,"LABADIE","AV","A","02/05/90 00:00:00",5.7316020999999996e+05,1.0318461899999999e+06,,0,,"05/08/90 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32712,"13711020520","37110205200","4611",,,"ST LOUIS","AV","A",,5.7265225000000000e+05,1.0316923100000001e+06,,0,,"12/25/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32714,"13712000230","37120002300","4657",,,"MAFFITT","AV","A","03/05/92 00:00:00",5.7187428000000003e+05,1.0316407800000000e+06,0,1,,"02/25/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32715,"13712000250","37120002500","2806",,,"MARCUS","AV","A","01/14/80 00:00:00",5.7187837000000000e+05,1.0316857500000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32716,"13712000260","37120002600","2808",,,"MARCUS","AV","A","08/13/74 00:00:00",5.7189006000000006e+05,1.0317062800000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32717,"13712000300","37120003000","2830",,,"MARCUS","AV","A","01/14/80 00:00:00",5.7197175000000000e+05,1.0318900600000001e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32718,"13713000110","37130001100","4610",,,"MAFFITT","AV","A","06/06/74 00:00:00",5.7219700000000000e+05,1.0312516300000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32719,"13713000250","37130002500","4635",,,"KENNERLY","AV","A","03/05/92 00:00:00",5.7191965000000002e+05,1.0312177800000000e+06,0,1,,"02/25/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32720,"13713000260","37130002600","4637",,,"KENNERLY","AV","A","02/13/76 00:00:00",5.7189595999999996e+05,1.0312310000000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32721,"13713000350","37130003500","2712",,,"MARCUS","AV","A","12/16/88 00:00:00",5.7169595999999996e+05,1.0313614700000000e+06,0,1,,"12/09/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32722,"13713000360","37130003600","2716",,,"MARCUS","AV","A","02/20/85 00:00:00",5.7171100000000000e+05,1.0313877500000000e+06,0,1,,"10/08/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32723,"13714000080","37140000800","4608",,,"ST LOUIS","AV","A","06/06/74 00:00:00",5.7254733999999997e+05,1.0315057800000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32724,"13714000350","37140003500","4525",,,"MAFFITT","AV","A",,5.7307328000000003e+05,1.0310258400000000e+06,0,1,,"08/27/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32725,"13714000370","37140003700","4533",,,"MAFFITT","AV","A","08/13/74 00:00:00",5.7302958999999997e+05,1.0310499100000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32726,"13714000380","37140003800","4533",,,"MAFFITT","AV","A","02/20/85 00:00:00",5.7300918000000005e+05,1.0310609700000000e+06,0,1,,"10/08/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32727,"13714000570","37140005700","4597",,,"MAFFITT","AV","A","03/05/92 00:00:00",5.7242618000000005e+05,1.0313826899999999e+06,0,1,,"02/27/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32728,"13714000580","37140005800","4601",,,"MAFFITT","AV","A","07/17/81 00:00:00",5.7238495999999996e+05,1.0314053100000001e+06,0,1,,"07/31/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32729,"13715000270","37150002700","2729",,"N","TAYLOR","AV","A",,5.7316006000000006e+05,1.0307715000000000e+06,0,1,,"08/25/93 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32730,"13715000280","37150002800","2725",,"N","TAYLOR","AV","A","06/06/74 00:00:00",5.7313406000000006e+05,1.0307251899999999e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32731,"13715000380","37150003800","4533",,,"KENNERLY","AV","A","08/13/74 00:00:00",5.7281475000000000e+05,1.0307208800000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32732,"13715000400","37150004000","4539",,,"KENNERLY","AV","A","06/06/74 00:00:00",5.7276987000000000e+05,1.0307456600000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32733,"13715000420","37150004200","4545",,,"KENNERLY","AV","A","03/20/85 00:00:00",5.7272415000000002e+05,1.0307710000000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32734,"13715000430","37150004300","4547",,,"KENNERLY","AV","A",,5.7270187000000000e+05,1.0307833800000000e+06,0,1,,"03/09/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32735,"13715000500","37150005000","4575",,,"KENNERLY","AV","A","03/20/85 00:00:00",5.7246387000000000e+05,1.0309152500000000e+06,0,1,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32736,"13715000520","37150005200","4579",,,"KENNERLY","AV","A","12/16/88 00:00:00",5.7243162000000000e+05,1.0309330600000001e+06,0,1,,"12/09/88 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32737,"13715000530","37150005300","4581",,,"KENNERLY","AV","A","03/05/92 00:00:00",5.7241587000000000e+05,1.0309417800000000e+06,0,1,,"02/25/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32738,"13715000540","37150005400","4583",,,"KENNERLY","AV","A","03/28/91 00:00:00",5.7239783999999997e+05,1.0309517800000000e+06,0,1,,"03/12/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32739,"13715000550","37150005500","4585",,,"KENNERLY","AV","A","11/20/81 00:00:00",5.7237715000000002e+05,1.0309631899999999e+06,0,1,,"12/04/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32740,"13715000560","37150005600","4587",,,"KENNERLY","AV","A","02/20/85 00:00:00",5.7235540000000002e+05,1.0309751899999999e+06,0,1,,"10/08/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32741,"13715000600","37150006000","2716",,,"CORA","AV","A","06/06/74 00:00:00",5.7237225000000000e+05,1.0310852200000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32742,"13716000250","37160002500","4518",,,"KENNERLY","AV","A","01/14/80 00:00:00",5.7286503000000003e+05,1.0304589399999999e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32743,"13716000260","37160002600","2627",,"N","TAYLOR","AV","A","03/20/85 00:00:00",5.7298603000000003e+05,1.0304538100000001e+06,,0,,"02/25/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32744,"13716000270","37160002700","2625",,"N","TAYLOR","AV","A","01/14/80 00:00:00",5.7296478000000003e+05,1.0304157200000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32745,"13716000280","37160002800","2617",,"N","TAYLOR","AV","A","03/05/92 00:00:00",5.7294340000000002e+05,1.0303769100000000e+06,,0,,"02/25/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32746,"13716000360","37160003600","2601",,"N","TAYLOR","AV","A",,5.7289283999999997e+05,1.0302059399999999e+06,,0,,"02/20/86 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32747,"13716000570","37160005700","4557","H",,"COTTAGE","AV","A","06/06/74 00:00:00",5.7242895999999996e+05,1.0305297200000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32750,"13727000170","37270001700","1443",,,"PENDLETON","AV","C","10/10/00 00:00:00",5.7347389000000001e+05,1.0275279399999999e+06,0,0,,"10/09/00 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32752,"13704000290","37040002900","4425",,"N","MARKET","PL","C","10/10/00 00:00:00",5.7309488000000000e+05,1.0294133199999999e+06,0,0,,"10/09/00 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32753,"13717000320","37170003200","2525",,"N","TAYLOR","AV","A","03/20/85 00:00:00",5.7281745999999996e+05,1.0301469399999999e+06,0,1,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32754,"13717000330","37170003300","2519",,"N","TAYLOR","AV","A","11/27/85 00:00:00",5.7279390000000002e+05,1.0301047200000000e+06,0,1,,"11/21/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32755,"13717000690","37170006900","2514",,,"CORA","AV","A","02/20/85 00:00:00",5.7187620999999996e+05,1.0305884399999999e+06,,0,,"10/08/81 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32756,"13717000700","37170007000","2520",,,"CORA","AV","A",,5.7190118000000005e+05,1.0306361300000000e+06,0,1,,"10/11/84 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32758,"13678000082","36780000700","1921",,,"WHITTIER","ST","C",,5.7511056000000006e+05,1.0280902200000000e+06,,0,,"02/27/95 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Retired"
32759,"13718000350","37180003500","2425",,"N","TAYLOR","AV","C","05/31/77 00:00:00",5.7265928000000003e+05,1.0298632200000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32760,"13718000360","37180003600","2421",,"N","TAYLOR","AV","C","05/31/77 00:00:00",5.7263850000000000e+05,1.0298258400000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32761,"13718000530","37180005300","4553",,,"NORTH MARKET","ST","C","03/28/91 00:00:00",5.7215462000000000e+05,1.0299330900000000e+06,,0,,"03/12/91 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
32762,"13718000640","37180006400","4587",,,"NORTH MARKET","ST","C",,5.7189658999999997e+05,1.0300753400000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
32763,"13718000650","37180006500","4591",,,"NORTH MARKET","ST","C","08/13/74 00:00:00",5.7186840000000002e+05,1.0300907200000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
32764,"13718000690","37180006900","4605",,"N","MARKET","PL","C","03/20/85 00:00:00",5.7175525000000000e+05,1.0301525000000000e+06,0,1,,"02/26/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32765,"13719000120","37190001200","4558",,"N","MARKET","PL","C","03/05/92 00:00:00",5.7206333999999997e+05,1.0297801899999999e+06,0,1,,"02/25/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32766,"13719000130","37190001300","4556",,"N","MARKET","PL","C","06/06/74 00:00:00",5.7210565000000002e+05,1.0297562800000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32767,"13719000195","37190001950","4516",,"N","MARKET","PL","C","03/12/74 00:00:00",5.7236870999999996e+05,1.0295880900000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32769,"13719000300","37190003000","4557",,,"GARFIELD","AV","C","02/05/90 00:00:00",5.7199445999999996e+05,1.0296481899999999e+06,0,1,,"01/31/90 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32770,"13719000480","37190004800","1908",,,"CORA","AV","C","08/13/74 00:00:00",5.7156787000000000e+05,1.0299373400000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32771,"13720000030","37200000300","4586",,,"GARFIELD","AV","C","02/05/90 00:00:00",5.7164087000000000e+05,1.0296415000000000e+06,0,1,,"01/31/90 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32772,"13720000050","37200000500","4580",,,"GARFIELD","AV","C","07/01/83 00:00:00",5.7168425000000000e+05,1.0296170900000000e+06,0,1,,"11/24/82 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32773,"13720000060","37200000600","4578",,,"GARFIELD","AV","C",,5.7170415000000002e+05,1.0296058400000000e+06,0,1,,"02/25/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32774,"13720000120","37200001200","4556",,,"GARFIELD","AV","C","05/04/78 00:00:00",5.7189970999999996e+05,1.0294961600000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32775,"13720000180","37200001800","4538",,,"GARFIELD","AV","C",,5.7205193000000005e+05,1.0294110900000000e+06,0,1,,"03/15/91 00:00:00","Residential",0.0000000000000000e+00,"Donations",,"Available"
32776,"13720000260","37200002600","4514",,,"GARFIELD","AV","C","07/01/83 00:00:00",5.7224318000000005e+05,1.0293039700000000e+06,0,1,,"11/22/82 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32777,"13720000620","37200006200","1808",,,"CORA","AV","C","06/06/74 00:00:00",5.7136695999999996e+05,1.0296415300000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32778,"13721000280","37210002800","4511",,,"ALDINE","AV","C",,5.7202356000000006e+05,1.0288479399999999e+06,,0,,"02/24/92 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32779,"13721000340","37210003400","4535",,,"ALDINE","AV","C","02/05/88 00:00:00",5.7185390000000002e+05,1.0289769100000000e+06,,0,,"10/21/87 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32780,"13721000400","37210004000","4553",,,"ALDINE","AV","C",,5.7167133999999997e+05,1.0290775600000001e+06,0,1,,"02/09/90 00:00:00","Vacant Lot",0.0000000000000000e+00,"Donations",,"Available"
32781,"13721000540","37210005400","1700",,,"CORA","AV","C",,5.7120678000000003e+05,1.0292910000000000e+06,,0,,"10/20/87 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32783,"13723000160","37230001600","4551",,,"DR MARTIN LUTHER KING","DR","C","03/23/94 00:00:00",5.7154540000000002e+05,1.0287842200000000e+06,,0,,"04/20/94 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Unavailable"
32784,"13724000025","37240000250","4464",,,"DR MARTIN LUTHER KING","DR","C",,5.7216218000000005e+05,1.0281576300000000e+06,,0,,"09/13/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32785,"13724000200","37240002000","1421",,"N","NEWSTEAD","AV","C","02/13/76 00:00:00",5.7264350000000000e+05,1.0277834100000000e+06,0,1,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Available"
32793,"13725000500","37250005000","1310",,"N","TAYLOR","AV","A","05/04/78 00:00:00",5.7169908999999997e+05,1.0277385000000000e+06,,0,,"03/15/80 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
32794,"13725000510","37250005100","1314",,"N","TAYLOR","AV","A","03/20/85 00:00:00",5.7170900000000000e+05,1.0277655000000000e+06,,0,,"02/25/85 00:00:00","Vacant Lot",0.0000000000000000e+00,"Tax Suit",,"Option"
